Family,TotMarkerLength,AbxClass,RestistMechanism,BetaLactamase,P10T2,P10T3,P10T4,P11T1,P11T2,P11T3,P12T1,P12T4,P13T1,P13T4,P14T1,P14T4,P15T1,P15T2,P15T3,P16T1,P16T3,P16T4,P17T1,P17T2,P17T4,P18T1,P18T2,P18T3,P18T4,P19T1,P19T4,P1T1,P1T3,P1T4,P20T1,P20T2,P20T4,P21T1,P21T2,P21T4,P22T1,P22T4,P23T2,P23T3,P23T4,P24T1,P24T2,P24T3,P24T4,P25T1,P25T3,P25T4,P26T1,P26T3,P26T4,P27T1,P27T2,P27T3,P27T4,P28T2,P28T3,P28T4,P29T1,P29T2,P29T3,P29T4,P2T2,P2T3,P30T1,P30T2,P30T3,P30T4,P31T1,P31T2,P31T3,P31T4,P32T1,P32T3,P32T4,P33T1,P33T4,P34T1,P34T3,P35T1,P35T3,P36T1,P36T3,P36T4,P37T1,P37T3,P37T4,P38T1,P38T3,P39T1,P39T4,P3T1,P3T3,P3T4,P4T1,P4T3,P4T4,P5T1,P5T2,P5T3,P5T4,P6T1,P6T3,P6T4,P7T1,P7T3,P7T4,P8T1,P8T2,P8T3,P9T1,P9T2,P9T3,P9T4
gb|ABF66011_1|ARO_3002881|lmrC,235,MLS,TargetProtection,No,0,0,0.63600021,0.616121109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32023383,0,0,0,0.48539098,0,0,0.136479043,0.158067093,0,0,0,0,0,0,0.116911297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.289764242,0,0,0,0,0,0.516006629,0,0.101247027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29057708,0,0,0,0.207504731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|ABF66027_1|ARO_3002882|lmrD,300,MLS,Efflux,No,0,0,0.28817277,1.198013268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.338737043,0,0,0,0.188825788,0,0,0,0,0,0,0,0,0,0,2.006348709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.458661941,0,0,0,0,0,0.799171838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AEA37904_1|ARO_3003112|lsaC,75,MLS,TargetProtection,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.241657305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.47468342,0,0,0,0,0,0,0,0,0,0,0,0,1.235121693,0,8.706058361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAC36915_1|ARO_3000593|ErmQ,248,MLS,TargetAlteration,No,0,0.5685071,0.06440225,2.271440711,0.048317473,0.080123265,2.801775993,0.62489936,0.186377734,0,0,0,0,0,0,0,0,0.145166388,0.782791232,0,0.161487222,0.89707723,0,0,0.51191864,0,0,0,0,0,0,0.263158713,2.417981784,0,0,0,0.277890437,1.064107385,5.048736309,0.082507785,0,0,0,0.058638356,0,0,0.24155399,0.115618085,0,0,1.31157854,0,0.116173491,0.234845505,0.893013248,0,1.218939532,0.114872332,0.052358039,9.917028211,0,0.619805677,0,0,0.400777418,0.242189811,0,0,1.711395205,0.110720377,0.300381254,0,0,0,0.181203564,0,0,0.72351146,0,0,0.103244395,0,0,0,0,0,0,0,0,0.072718681,0,0.21587007,0.50385863,5.4045274,0,0.290687238,0.050594614,0,0,0,0,0,0.047134524,0.30877815,0.051527001,0.10061391,0.311419644,0,0,0,0,0,0,0.786135959
gb|AMP35312_1|ARO_3002831|vgaC,76,MLS,TargetProtection,No,0,0.957936037,0.40772647,0,0,0.199443523,0,4.662982084,0,0,0,0,0,0,0,0,0,1.123630726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.829796899,2.872932952,0,0,0.256528749,0,0.25314986,0,0,0.223729532,0,0.829337308,0,1.066292109,0.867540172,0,0,0,1.50546427,0,0,6.299115146,0,1.833610306,0,6.521546406,0,0,0,0,0,0,0,0,0,0,0,0,2.868581871,0.314955178,0,0,0,0,0,45.45792079,0,0,0,0,0.825454646,0,0,0.806018463,0,2.07371994,1.120498666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|YP_724476_1|ARO_3003109|msrE,300,MLS,TargetProtection,No,0,1.775374788,0.31139549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.615576004,0,87.37751076,0,0,0,0
gb|ANP63073_1|ARO_3003741|mphD,156,MLS,Inactivation,No,0,0.924075874,0.51940079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175882346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73864752,0,99.07980411,0,0,0,0
gb|CAL44992_1|ARO_3002835|lnuA,67,MLS,Inactivation,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484177707,0,0,0,0,0,0,0,0,0,123.1683327,7.576084748,0,0,0,0
gb|AAT46077_1|ARO_3000300|lsaA,237,MLS,TargetProtection,No,0,0,0,0,338.4893311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31758752,0,0,0,0,0,0,0,0,0,0,0,0,0.411404662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16367237,0,1.361600485,0,0,0,0
gb|CAA77936_1|ARO_3004039|Escherichia,74,MLS,Efflux,No,84.24946621,5.690303809,8.85530918,0,0.857325414,41.00641942,0,0.923297022,2.776878671,9.219138706,0,0,0,4.29165224,0,0,0,0,0,0,6.685847025,0.850369469,2.303736742,0,0,0,0.663621018,0,0,0,0,1.810197111,0,3.734545138,0,0,6.391026663,0,9.384229902,0,11.38741679,10.5279421,0,0,0,0,4.060753023,0,0,0,0,0,1.030667384,0,5.938598561,50.22447174,0,1.806628501,0,2.850185564,4.473588892,10.0296786,0,0,9.526546395,0,11.353754,0,0,2.946865412,1.683231822,0,0,0,0,0,0.922992778,0,0,0,0,0,0,0.910206135,0.656655,0,1.788368582,11.19002224,0,0.820415893,0,0,0,0.82121673,0,0,0,0,0,0,0,1.922897421,0,0,9.657018823,0,0,0,0,0,6.569995447,0,0,0
gb|AAS13767_1|ARO_3003839|Mrx,284,MLS,Inactivation,No,181.0489974,16.22169857,34.5941418,0,0,0,0,0,0,0,0,0,0,7.051816397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.121661903,24.96754657,0.211780543,3.567996481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.134291868,5.192505595,0,0,0,0,0,0,0,0,0.787098207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12012395,0,0,0,0,0,1.75978828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02643573,0,81.69096051,0,0,0,0
gb|AAA98096_1|ARO_3000595|ErmT,57,MLS,TargetAlteration,No,0,0,0,0,0,0,0,3.819092229,0,0,0,0,0,0,0,0,0,0,0,0,0.564389684,0,0,0,0,0,0,0,0,0,0,0,0.781756598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871914723,0,0,0,0,0,0,0,8.600354384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66723859,0,0,0,0,0,0,0,0,0,0,0,0,0.872543556,0,196.7332216,0,16.0143639,0.819304159,32.37990597,118.1413697
gb|AAK01167_1|ARO_3002819|msrC,212,MLS,TargetProtection,No,0,0,0,0,3.958743282,0,0,0,0,1.886379802,18.12492562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.6110313,0,0,0,0,0,0.125087766,0,0,0,0.138719983,7.394889837,0,0,0,0.848108253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26387929,0,0,0,111.1831686,0,0,0,0,0,0,0,0,0,8.0613813,0,0,10.18488637,7.791863325,0,0
gb|NP_416292_1|ARO_3002818|msrB,75,MLS,TargetProtection,No,24.8127654,4.707433151,2.57608994,0,0,34.02325196,0,1.000238441,1.640882851,4.09739498,0,0,0,4.649289927,101.6112245,0,0.552019276,0,0.422656182,0,3.104143261,3.014946301,4.849972089,0,0.534647479,0,1.769656048,0.571655525,0.509422274,0,0,1.106231568,0.521171065,3.259239393,6.737930614,0.479447619,2.842325016,0,1.861334857,1.650155704,8.91881595,6.125348132,21.61060367,2.669588332,0,0,2.255973902,0,0.499564851,0,0,0.561418951,6.141059832,0.56428156,2.680617406,35.41772889,0,3.011047502,0,4.680304716,3.304355432,7.294311707,0,14.45765471,5.733569589,6.738117122,5.71657544,1.739810238,0,1.741329561,2.834916753,0,0.839620952,0,0,0,1.845985556,1.152072889,0,0,0,10.51034575,0.622747845,0,0,0.492738056,3.38848784,5.398694938,1.19518954,10.66540661,0,1.474165347,0,2.66895437,0,0,0.460677275,0,0,0,0,3.124708308,0,0,8.418939487,0,0,0,0,0,3.933352537,0,0,0
gb|YP_002743273_1|ARO_3000616|mel,101,MLS,TargetProtection,No,0,0,0.75565305,0,1.238358931,0,0,11.14551406,0,0,0,23.17958256,0,0,0,0,0.529938505,0,5.948494419,2.321315702,2.660694224,0.884384248,0,0,0,0,0,0,0,0,0,0,55.59158029,0,0.359356299,3.682157711,4.923457578,1.03734253,56.54912564,2.59310182,5.005457931,1.347576589,0,0,0,0,1.203186081,4.60717111,1.406182544,0,0.778786846,4.117072311,7.443708887,27.0855149,4.28898785,0,0,0,0,21.49854254,1.615462655,5.244276391,0,3.092331702,1.528951891,0.96258816,0.55895404,1.546497989,1.065562451,0,1.436357822,3.850435323,1.276223848,0,0,0,1.64087605,0.810717959,3.467460099,4.49234976,0.476300808,0,0,0,7.004319998,4.16089914,0,1.953813406,7.967930266,0,0.643112107,5.335074588,2.96247783,0.8540654,6.489554776,1.776422012,0,5.609498173,0,2.048988235,2.403593106,0,0,0.988734341,20.46957836,2.578697257,3.988770542,0,0,0.383854961,17.39832128,21.8481109,1.709659035,14.16280156
gb|BAA03776_1|ARO_3000316|mphA,247,MLS,Inactivation,No,206.4780537,22.60521048,41.4141956,0,0,0,0,0,0,0,0,0,0,10.60617185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.578747507,24.15719347,0.203859617,5.775690198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599826856,5.341816166,0,0,0,0.730081701,0,0,0,0,0.785921525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210960003,0,0,0,0,0,0,0,3.172342745,0,0.865749969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91297748,0,95.33176705,0,0,0,0
gb|YP_001315192_1|ARO_3000347|ErmA,17,MLS,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853111809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.9381923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.327740802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAY32951_1|ARO_3002837|lnuC,147,MLS,Inactivation,No,3.386541241,0,0,0,0,0,48.04235651,0.17944477,0,1.628408221,7.709389342,0,0,3.670004275,0.069625631,0,20.20280513,21.6634884,0,0.863745378,1.113778978,0,1.102119903,0.938286812,0.404982144,10.01583773,0.264566519,0.136741521,0,0,0,17.33218629,7.54226299,0,2.32805576,0,0.082807322,4.04770366,0,0,0,5.204510913,0.059231721,0,0.292257729,0.628471472,0.323780972,7.852088969,0,2.48938956,0.768437519,0.24620366,1.802811887,0.472421772,1.474784859,0.675305534,1.390428794,0.726252653,13.54177199,0,0,0,0,104.9704985,56.71090824,0,0.06963713,0,93.47920955,13.30005535,1.476322927,3.569008156,1.801977193,0,0,0.483084551,2.281417365,2.69072173,0.870896955,0.18805185,0.059339802,0,2.437199207,6.545319532,20.47192863,5.100902933,4.634310612,0,0,0,0,0.744429012,2.92310935,0.1064035,0.064679948,0.053115608,0.756061707,2.935202532,2.017139018,3.318544069,2.403593106,41.10911927,24.86917682,23.86758712,0.592303736,0.173483786,0.626144213,0,0,0,0,0.130653155,156.4820811,3.557168765
gb|AAG03357_1|ARO_3000596|ErmX,178,MLS,TargetAlteration,No,0,0.929015563,0,0,0,0,0,35.78317802,10.75930091,7.621245104,0,0,0,0,0,0,0,0.137486506,0.113105176,0,45.39016207,0.580636665,4.002119074,0,0.303232899,16.4277608,0,0,0,0,158.4830694,0,0,9.408248455,0,0,23.70768343,0.197241185,0,0,0.440033802,0,0,0,0,1.566150021,0,0,132.9489373,0,0,12.30047836,14.06691982,0,0,0,0,0,0,0.096344301,0,0,0,32.93221869,0,0,0,0,0,0,0,0,9.509346252,0,0,0,0,0.61232043,0,0,0,0,0,0,24.20524009,0.527437919,0,0,0,2.910734525,6.614096063,0,0,0,0,0,0.631119151,6.420794104,0,11.50590671,8.611042997,32.10882681,0,0,0,0,114.1482015,0,0,0,1.08849646,67.00352048,56.67927718,1.231488667
gb|AGI42804_1|ARO_3002836|lnuB,129,MLS,Inactivation,No,0,0,0,0,0,0,9.756056716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116776089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296734542,0,0,0,0.125554564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761177847,0,1.249124804,0,0.67719569,1243.363438,0,0,0,0,0.294052435,3.168890071,0,0.094829962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04110467,0,0,0,0,0,0,0.118486984,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AFU35065_1|ARO_3003206|lsaE,70,MLS,TargetProtection,No,0,0,0,0,0,0,9.547674922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.210960621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0366135,0,0,0,0,0,0,0,0,0,0,0.503218935,0.380024742,0,0.94396975,1474.998954,0,0,0,0,0,8.631055851,0,0.374051516,0,1.063519873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56219619,0,0,0,0,0,0,0.467365326,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAF86219_1|ARO_3000375|ErmB,172,MLS,TargetAlteration,No,107.6907777,62.4668907,50.37687,17.57086127,0.619179465,1.046137726,64.09318814,24.00572258,0,0,69.21267894,183.1187022,0,0,0,0.399708201,0.736025701,0,89.22741628,0,115.1982055,14.73973747,7.508475308,37.35771567,11.28700234,0,3.412908092,1.469971349,0,0,4.351978556,7.111488651,1.389789507,0,0,0,0,0,12.13314573,0,0,0.635649334,1.980972003,4.440583158,0.651626491,2.538128814,0,2.879481944,0,4.981143213,0.476088562,4.117072311,4.39881061,1.451009727,4.28898785,0,0.631726893,0.736033834,58.3733964,31.41537866,0.329188617,2.097710556,1220.089677,0,0,11.97887488,0.31638908,0.945406318,52.74534131,9.222597307,24.43803238,26.95304726,9.453509982,0.755950753,1.548060078,0,2.461314075,0,3.467460099,2.795239851,2.551611471,16.44285201,1.690315579,1.267787117,0,0,2.384491443,35.71136726,2.922576686,2.897770853,0.89321126,0,1.48123891,1.18620194,0.293866631,36.12058092,0,238.4036723,8.177223493,7.317815126,8.724152756,1.388759248,2.416080763,0,5.942780814,0,93.07131265,253.4712387,1.492552743,30.38851771,19.49925064,13.80141043,275.4450668,1.646091653
gb|AAC37034_1|ARO_3000522|ErmG,118,MLS,TargetAlteration,No,14.85390038,14.7947899,15.7427719,0,3.715076792,0,70.72351794,8.001907527,0,0,177.9754601,60.84640422,5.090595806,0,0,147.1148241,17.66461683,0,32.12186986,0,64.15229407,0.736986874,0,0,0,5.108537908,30.08415281,22.86622098,5.433837593,0.498588025,11.28290737,528.7786895,166.7747409,0,0,0,0,0,102.3734171,0,0,7.486536606,7.923888013,0,3.909758948,0,0,0,0,0,2.336360537,14.40975309,4.466225332,24.82838866,96.50222662,0,0,0,4.830901771,0,0,0,0,0,9.173711343,132.5163034,67.5402802,127.5860841,79.9171838,7.66185007,16.45826671,42.35478855,60.26612614,0,0,20.77263569,332.2774001,0,0,12.57857933,9.922933497,197.3142241,10.51751916,1.972113293,1.167386666,76.9766341,50.07432031,4.558897948,0,14.93156926,8.038901337,0,17.774867,7.11721164,0,0,1.296721219,67.31397807,91.99376429,48.37888889,20.56407435,54.16161068,146.7769063,119.9664334,0,0,23.26782816,0,0,0,4.744996712,4.36962218,0,17.62481972
gb|AAA88675_1|ARO_3000498|ErmF,114,MLS,TargetAlteration,No,506.4608725,55.48046213,67.16916,0,0,0,36.8351656,48.01144516,6.685078281,0,10.64810445,170.5437787,0,46.02797028,0,180.4608509,1.528668764,0,0,1.37559449,96.57334591,38.07765513,27.30354657,122.5333074,75.17143557,8.866962227,4.778071328,155.1385147,1.833920188,0,0,6.126820992,0,1.792581666,0,0,0,11.41076783,109.1983116,0.907585637,70.07641104,0,0,4.057774265,2.706756194,10.50943962,1.203186081,4.60717111,2.920532975,13.30129452,23.36360537,21.95771899,145.8966942,0,0,0.710723657,0,0,57.70243782,4.104267212,22.64754377,110.5533804,0,0,177.3584193,0,0,2.408968021,67.1304344,10.53504385,3.625422387,11.26252332,0,21.03432971,5.224702762,0,0,0,0,149.9995585,39.29481665,0,41.41273168,39.93529417,1.167386666,12.48269742,11.80323264,123.0902446,82.86647477,28.4410843,12.05835201,15.08184547,29.995088,275.312908,5.840599298,9.838644992,54.46229119,130.8882907,249.4053165,46.10223529,51.098609,18.02716332,2.446281772,1.597186243,2.674251367,3.481241296,13.61167947,0,12.3602024,0,5.748746016,148.5671541,0,421.5269384
gb|NP_250052_1|ARO_3004077|PmpM,152,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364702843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAB41956_1|ARO_3000800|MexC,135,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40711015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|ADT64081_1|ARO_3000813|MexS,233,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426581624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|BAE06007_1|ARO_3003698|mexP,200,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195035593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239804609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|NP_252367_1|ARO_3003692|mexJ,162,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498648251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|NP_251216_1|ARO_3004075|MuxC,300,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547054264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAG07763_1|ARO_3003031|mexW,107,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555737665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|NP_249115_1|ARO_3000506|mexR,129,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573958572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|NP_252368_1|ARO_3003710|mexL,136,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619672087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|NP_250710_1|ARO_3003709|mexZ,110,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63512876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|NP_251218_1|ARO_3004073|MuxA,228,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636572235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAG07762_1|ARO_3003030|mexV,225,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679834425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|BAE06009_1|ARO_3003700|opmE,257,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292053298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460677275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|NP_251217_1|ARO_3004074|MuxB,97,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833606498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|BAA34300_1|ARO_3003033|mexY,238,Multi-Drug,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875286823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
